policy_id,policy_title,domain,state,district,source_type,source_name,respondent_type,comment_text,stance_label,sentiment_label,policy_domain,app_name,package_name,review_text,rating,file_name,word_count
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Karnataka,Bengaluru,social_media_post,,NGO_rep,People in Bengaluru often say that National Education Policy 2020 (NEP 2020) has genuinely improved access for ordinary people,Support,Positive,,,,,,,
,,,,,,,,"The documents (Means of Verification) submitted by the Districts were assessed by a team of Desktop Assessors1, based on which the scores were allocated.",Neutral,,,,,,,SSG-2022-report.pdf,24.0
P020,Goods and Services Tax (GST),Tax_Economy,Karnataka,Bengaluru,survey_feedback,,NGO_rep,People in Bengaluru often say that Goods and Services Tax (GST) reduced our daily struggles and brought some relief according to informal surveys done by community groups.,Support,Positive,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Haryana,Gurugram,survey_feedback,,student,"In Gurugram, many students feel that National Education Policy 2020 (NEP 2020) has potential but the government needs to fix practical issues according to informal surveys done by community groups.",Neutral,Neutral,,,,,,,
P014,National Food Security Act / PDS,Food_Security,Rajasthan,Jaipur,play_store_review,,parent,"From the perspective of parents in Jaipur, National Food Security Act / PDS is one of the few schemes that actually reaches villages when asked in local meetings and discussions.",Support,Positive,,,,,,,
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,West Bengal,Kolkata,social_media_post,,teacher,People in Kolkata often say that Mid-Day Meal Scheme (MDM) has genuinely improved access for ordinary people,Support,Positive,,,,,,,
P020,Goods and Services Tax (GST),Tax_Economy,Rajasthan,Jaipur,social_media_post,,farmer,"In Jaipur, many farmers feel that Goods and Services Tax (GST) feels more like a political advertisement than a real solution according to informal surveys done by community groups.",Oppose,Negative,,,,,,,
P014,National Food Security Act / PDS,Food_Security,Karnataka,Bengaluru,social_media_post,,farmer,"On the ground in Bengaluru, it is observed that National Food Security Act / PDS has many loopholes and people are being harassed instead of helped when asked in local meetings and discussions.",Oppose,Negative,,,,,,,
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Madhya Pradesh,Bhopal,key_informant,Interview – NGO Leader,official,Documentation and bank procedures are too complicated for rural parents.,Oppose,Negative,,,,,,,
P012,PM Awas Yojana (PMAY) – Housing for All,Housing,Delhi,New Delhi,social_media_post,,parent,"According to feedback collected in New Delhi, PM Awas Yojana (PMAY) – Housing for All has created more confusion than benefit for common people",Oppose,Negative,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Delhi,New Delhi,social_media_post,,parent,"On the ground in New Delhi, it is observed that National Education Policy 2020 (NEP 2020) needs proper monitoring and transparency before we can judge it whenever the topic comes up in public meetings.",Neutral,Neutral,,,,,,,
,,,,,,,,happy with this policy,Support,,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Punjab,Ludhiana,survey_feedback,,employee,"On the ground in Ludhiana, it is observed that National Education Policy 2020 (NEP 2020) has created more confusion than benefit for common people whenever the topic comes up in public meetings.",Oppose,Negative,,,,,,,
P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,Uttar Pradesh,Lucknow,survey_feedback,,teacher,"On the ground in Lucknow, it is observed that Kasturba Gandhi Balika Vidyalaya (KGBV) is a step in the right direction and should be strengthened further according to informal surveys done by community groups.",Support,Positive,,,,,,,
P002,NPEGEL – Girls Education Initiative,Girls_Education,Karnataka,Bengaluru,play_store_review,,teacher,"On the ground in Bengaluru, it is observed that NPEGEL – Girls Education Initiative is a step in the right direction and should be strengthened further whenever the topic comes up in public meetings.",Support,Positive,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Haryana,Gurugram,news_comment,,farmer,"According to feedback collected in Gurugram, National Education Policy 2020 (NEP 2020) is still new and long-term results are not visible yet when asked in local meetings and discussions.",Neutral,Neutral,,,,,,,
,,,,,,,,"In Madhya Pradesh, about 30 percent of the ex-girls and about 27 percent of the current girls contacted were not satisfied with the role of the warden.",Neutral,,,,,,,Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,27.0
P019,Electric Vehicle (EV) Policy & FAME-II,Clean_Mobility,Tamil Nadu,Chennai,news_comment,,citizen,"On the ground in Chennai, it is observed that Electric Vehicle (EV) Policy & FAME-II seems useful for some groups but others are left out",Neutral,Neutral,,,,,,,
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Delhi,New Delhi,play_store_review,,official,"In New Delhi, many officials feel that Mid-Day Meal Scheme (MDM) is not reaching the actual beneficiaries in our district according to informal surveys done by community groups.",Oppose,Negative,,,,,,,
P018,Data Protection / DPDP Act,Data_Protection,Maharashtra,Mumbai,social_media_post,,teacher,"In Mumbai, many teachers feel that Data Protection / DPDP Act is one of the few schemes that actually reaches villages according to informal surveys done by community groups.",Support,Positive,,,,,,,
,,,,,,,,All the thirty KGBVs selected in our sample were residential schools and all of them were functioning from their own buildings.,Neutral,,,,,,,Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,21.0
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Karnataka,Bengaluru,news_comment,,official,"On the ground in Bengaluru, it is observed that National Education Policy 2020 (NEP 2020) has made real difference on the ground in our area whenever the topic comes up in public meetings.",Support,Positive,,,,,,,
P008,Ayushman Bharat – PM-JAY Health Insurance,Public_Health,Uttar Pradesh,Lucknow,play_store_review,,parent,"According to feedback collected in Lucknow, Ayushman Bharat – PM-JAY Health Insurance has potential but the government needs to fix practical issues based on their day-to-day experience.",Neutral,Neutral,,,,,,,
P002,NPEGEL – Girls Education Initiative,Girls_Education,Assam,Guwahati,news_comment,,parent,"From the perspective of parents in Guwahati, NPEGEL – Girls Education Initiative helps poor and middle-class families who had no support earlier when asked in local meetings and discussions.",Support,Positive,,,,,,,
P014,National Food Security Act / PDS,Food_Security,Karnataka,Bengaluru,social_media_post,,farmer,"According to feedback collected in Bengaluru, National Food Security Act / PDS seems useful for some groups but others are left out according to informal surveys done by community groups.",Neutral,Neutral,,,,,,,
P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,Maharashtra,Mumbai,survey_feedback,,shopkeeper,People in Mumbai often say that Kasturba Gandhi Balika Vidyalaya (KGBV) seems useful for some groups but others are left out as reflected in recent conversations on social media.,Neutral,Neutral,,,,,,,
P011,MGNREGA – Rural Employment Guarantee,Employment,Assam,Guwahati,play_store_review,,citizen,People in Guwahati often say that MGNREGA – Rural Employment Guarantee has many loopholes and people are being harassed instead of helped when asked in local meetings and discussions.,Oppose,Negative,,,,,,,
P017,Smart Cities Mission,Urban_Infra,Tamil Nadu,Chennai,social_media_post,,parent,"According to feedback collected in Chennai, Smart Cities Mission reduced our daily struggles and brought some relief",Support,Positive,,,,,,,
P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,Maharashtra,Mumbai,survey_feedback,,citizen,"From the perspective of citizens in Mumbai, Kasturba Gandhi Balika Vidyalaya (KGBV) is one of the few schemes that actually reaches villages when asked in local meetings and discussions.",Support,Positive,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Delhi,New Delhi,survey_feedback,,teacher,"In New Delhi, many teachers feel that National Education Policy 2020 (NEP 2020) reduced our daily struggles and brought some relief as reflected in recent conversations on social media.",Support,Positive,,,,,,,
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Tamil Nadu,Chennai,news_comment,,employee,"From the perspective of employees in Chennai, Sukanya Samriddhi Account Scheme helps poor and middle-class families who had no support earlier when asked in local meetings and discussions.",Support,Positive,,,,,,,
P017,Smart Cities Mission,Urban_Infra,Assam,Guwahati,play_store_review,,farmer,"In Guwahati, many farmers feel that Smart Cities Mission looks good on paper but implementation is very weak whenever the topic comes up in public meetings.",Oppose,Negative,,,,,,,
,,,,,,,,"More than 1 in 5 children (22%) of ages 5 to 9 years are stunted (exhibiting low height-for-age), and this value is even higher for children below the age of 5.",Neutral,,,,,,,State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,31.0
P011,MGNREGA – Rural Employment Guarantee,Employment,Punjab,Ludhiana,news_comment,,official,"On the ground in Ludhiana, it is observed that MGNREGA – Rural Employment Guarantee is not reaching the actual beneficiaries in our district when asked in local meetings and discussions.",Oppose,Negative,,,,,,,
P009,Digital India Mission,Digital_Governance,Karnataka,Bengaluru,social_media_post,,farmer,"From the perspective of farmers in Bengaluru, Digital India Mission helps poor and middle-class families who had no support earlier as reflected in recent conversations on social media.",Support,Positive,,,,,,,
,,,,,,,,(v) The state has not felt any constraint w.r.t any physical infrastructures.,Neutral,,,,,,,Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,12.0
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Rajasthan,Jaipur,survey_feedback,,shopkeeper,"According to feedback collected in Jaipur, Mid-Day Meal Scheme (MDM) has many loopholes and people are being harassed instead of helped whenever the topic comes up in public meetings.",Oppose,Negative,,,,,,,
P015,Beti Bachao Beti Padhao (BBBP),Women_Child,Punjab,Ludhiana,social_media_post,,shopkeeper,People in Ludhiana often say that Beti Bachao Beti Padhao (BBBP) is one of the few schemes that actually reaches villages as reflected in recent conversations on social media.,Support,Positive,,,,,,,
P019,Electric Vehicle (EV) Policy & FAME-II,Clean_Mobility,Haryana,Gurugram,survey_feedback,,teacher,"In Gurugram, many teachers feel that Electric Vehicle (EV) Policy & FAME-II has created more confusion than benefit for common people whenever the topic comes up in public meetings.",Oppose,Negative,,,,,,,
P011,MGNREGA – Rural Employment Guarantee,Employment,Punjab,Ludhiana,news_comment,,parent,"On the ground in Ludhiana, it is observed that MGNREGA – Rural Employment Guarantee has potential but the government needs to fix practical issues whenever the topic comes up in public meetings.",Neutral,Neutral,,,,,,,
,,,,,,,,There had been two graduates (17%) and one post graduate (8%).,Neutral,,,,,,,Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,11.0
P010,PM-KISAN Income Support Scheme,Farmer_Support,Punjab,Ludhiana,news_comment,,employee,"In Ludhiana, many employees feel that PM-KISAN Income Support Scheme feels more like a political advertisement than a real solution based on their day-to-day experience.",Oppose,Negative,,,,,,,
P012,PM Awas Yojana (PMAY) – Housing for All,Housing,Haryana,Gurugram,play_store_review,,citizen,"From the perspective of citizens in Gurugram, PM Awas Yojana (PMAY) – Housing for All is one of the few schemes that actually reaches villages when asked in local meetings and discussions.",Support,Positive,,,,,,,
P016,Jal Jeevan Mission (JJM),Drinking_Water,Rajasthan,Jaipur,social_media_post,,parent,"From the perspective of parents in Jaipur, Jal Jeevan Mission (JJM) is one of the few schemes that actually reaches villages whenever the topic comes up in public meetings.",Support,Positive,,,,,,,
P008,Ayushman Bharat – PM-JAY Health Insurance,Public_Health,Maharashtra,Mumbai,social_media_post,,farmer,"According to feedback collected in Mumbai, Ayushman Bharat – PM-JAY Health Insurance has mixed results and people are still trying to understand its impact whenever the topic comes up in public meetings.",Neutral,Neutral,,,,,,,
P003,RTE Act 12(1)(c) – EWS Quota,School_Access,Delhi,New Delhi,news_comment,,citizen,"According to feedback collected in New Delhi, RTE Act 12(1)(c) – EWS Quota reduced our daily struggles and brought some relief based on their day-to-day experience.",Support,Positive,,,,,,,
P019,Electric Vehicle (EV) Policy & FAME-II,Clean_Mobility,West Bengal,Kolkata,play_store_review,,employee,"According to feedback collected in Kolkata, Electric Vehicle (EV) Policy & FAME-II has made real difference on the ground in our area according to informal surveys done by community groups.",Support,Positive,,,,,,,
,,,,,,,,"The intended sample size for this survey was 25 states and UTs, covering approximately 70% of the country.",Neutral,,,,,,,State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,18.0
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Karnataka,Bengaluru,news_comment,,teacher,"According to feedback collected in Bengaluru, Sukanya Samriddhi Account Scheme has genuinely improved access for ordinary people when asked in local meetings and discussions.",Support,Positive,,,,,,,
P011,MGNREGA – Rural Employment Guarantee,Employment,Assam,Guwahati,news_comment,,employee,People in Guwahati often say that MGNREGA – Rural Employment Guarantee has mixed results and people are still trying to understand its impact based on their day-to-day experience.,Neutral,Neutral,,,,,,,
,,,,,,,,Table 2.9: Current enrolment in sample schools in Delhi Class Total No.,Neutral,,,,,,,"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",12.0
P019,Electric Vehicle (EV) Policy & FAME-II,Clean_Mobility,Karnataka,Bengaluru,play_store_review,,shopkeeper,"In Bengaluru, many shopkeepers feel that Electric Vehicle (EV) Policy & FAME-II is not reaching the actual beneficiaries in our district as reflected in recent conversations on social media.",Oppose,Negative,,,,,,,
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Karnataka,Bengaluru,news_comment,,employee,"On the ground in Bengaluru, it is observed that Mid-Day Meal Scheme (MDM) has genuinely improved access for ordinary people based on their day-to-day experience.",Support,Positive,,,,,,,
,,,,,,,,Thirteen of the 19 participating states reported the inclusion of fortified food items in the MDM scheme food basket.,Neutral,,,,,,,State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,19.0
,,,,,,,,100 It is encouraging to note that implementation the provision of section 12(1) (c) of the RTE Act had very positive impact on the education of the EWS/DG students.,Support,,,,,,,"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",29.0
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Delhi,New Delhi,social_media_post,,farmer,"On the ground in New Delhi, it is observed that Mid-Day Meal Scheme (MDM) has created more confusion than benefit for common people as reflected in recent conversations on social media.",Oppose,Negative,,,,,,,
P020,Goods and Services Tax (GST),Tax_Economy,Haryana,Gurugram,news_comment,,NGO_rep,People in Gurugram often say that Goods and Services Tax (GST) is still new and long-term results are not visible yet based on their day-to-day experience.,Neutral,Neutral,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,West Bengal,Kolkata,survey_feedback,,parent,"According to feedback collected in Kolkata, National Education Policy 2020 (NEP 2020) needs proper monitoring and transparency before we can judge it as reflected in recent conversations on social media.",Neutral,Neutral,,,,,,,
P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,Karnataka,Bengaluru,play_store_review,,teacher,"On the ground in Bengaluru, it is observed that Kasturba Gandhi Balika Vidyalaya (KGBV) has created more confusion than benefit for common people",Oppose,Negative,,,,,,,
P010,PM-KISAN Income Support Scheme,Farmer_Support,Haryana,Gurugram,survey_feedback,,official,"From the perspective of officials in Gurugram, PM-KISAN Income Support Scheme has genuinely improved access for ordinary people as reflected in recent conversations on social media.",Support,Positive,,,,,,,
P012,PM Awas Yojana (PMAY) – Housing for All,Housing,West Bengal,Kolkata,play_store_review,,farmer,"According to feedback collected in Kolkata, PM Awas Yojana (PMAY) – Housing for All feels more like a political advertisement than a real solution based on their day-to-day experience.",Oppose,Negative,,,,,,,
P014,National Food Security Act / PDS,Food_Security,Delhi,New Delhi,news_comment,,employee,"On the ground in New Delhi, it is observed that National Food Security Act / PDS has too much paperwork and corruption at local level when asked in local meetings and discussions.",Oppose,Negative,,,,,,,
P015,Beti Bachao Beti Padhao (BBBP),Women_Child,Delhi,New Delhi,social_media_post,,farmer,"From the perspective of farmers in New Delhi, Beti Bachao Beti Padhao (BBBP) feels more like a political advertisement than a real solution based on their day-to-day experience.",Oppose,Negative,,,,,,,
P013,Atal Pension Yojana (APY),Social_Security,Rajasthan,Jaipur,play_store_review,,employee,"From the perspective of employees in Jaipur, Atal Pension Yojana (APY) feels more like a political advertisement than a real solution whenever the topic comes up in public meetings.",Oppose,Negative,,,,,,,
P011,MGNREGA – Rural Employment Guarantee,Employment,Karnataka,Bengaluru,play_store_review,,farmer,"In Bengaluru, many farmers feel that MGNREGA – Rural Employment Guarantee seems useful for some groups but others are left out when asked in local meetings and discussions.",Neutral,Neutral,,,,,,,
P017,Smart Cities Mission,Urban_Infra,West Bengal,Kolkata,survey_feedback,,citizen,People in Kolkata often say that Smart Cities Mission has created more confusion than benefit for common people according to informal surveys done by community groups.,Oppose,Negative,,,,,,,
P003,RTE Act 12(1)(c) – EWS Quota,School_Access,Punjab,Ludhiana,survey_feedback,,employee,"On the ground in Ludhiana, it is observed that RTE Act 12(1)(c) – EWS Quota feels more like a political advertisement than a real solution as reflected in recent conversations on social media.",Oppose,Negative,,,,,,,
P014,National Food Security Act / PDS,Food_Security,Haryana,Gurugram,play_store_review,,official,"In Gurugram, many officials feel that National Food Security Act / PDS is still new and long-term results are not visible yet based on their day-to-day experience.",Neutral,Neutral,,,,,,,
,,,,,,,,Maximum SC students (54) and STs (16) were admitted 2017; and OBCs (108) in 2018.,Neutral,,,,,,,"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",15.0
P017,Smart Cities Mission,Urban_Infra,Maharashtra,Mumbai,survey_feedback,,employee,"From the perspective of employees in Mumbai, Smart Cities Mission feels more like a political advertisement than a real solution based on their day-to-day experience.",Oppose,Negative,,,,,,,
P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,Maharashtra,Mumbai,news_comment,,shopkeeper,"According to feedback collected in Mumbai, Kasturba Gandhi Balika Vidyalaya (KGBV) has mixed results and people are still trying to understand its impact as reflected in recent conversations on social media.",Neutral,Neutral,,,,,,,
P008,Ayushman Bharat – PM-JAY Health Insurance,Public_Health,Maharashtra,Mumbai,social_media_post,,student,"According to feedback collected in Mumbai, Ayushman Bharat – PM-JAY Health Insurance seems useful for some groups but others are left out whenever the topic comes up in public meetings.",Neutral,Neutral,,,,,,,
P018,Data Protection / DPDP Act,Data_Protection,Rajasthan,Jaipur,social_media_post,,farmer,"On the ground in Jaipur, it is observed that Data Protection / DPDP Act is one of the few schemes that actually reaches villages whenever the topic comes up in public meetings.",Support,Positive,,,,,,,
P009,Digital India Mission,Digital_Governance,West Bengal,Kolkata,social_media_post,,official,People in Kolkata often say that Digital India Mission looks good on paper but implementation is very weak based on their day-to-day experience.,Oppose,Negative,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Delhi,New Delhi,social_media_post,,student,People in New Delhi often say that National Education Policy 2020 (NEP 2020) could become effective if local officials take it seriously as reflected in recent conversations on social media.,Neutral,Neutral,,,,,,,
P009,Digital India Mission,Digital_Governance,Rajasthan,Jaipur,survey_feedback,,teacher,"From the perspective of teachers in Jaipur, Digital India Mission has created more confusion than benefit for common people as reflected in recent conversations on social media.",Oppose,Negative,,,,,,,
P003,RTE Act 12(1)(c) – EWS Quota,School_Access,Karnataka,Bengaluru,play_store_review,,teacher,"In Bengaluru, many teachers feel that RTE Act 12(1)(c) – EWS Quota reduced our daily struggles and brought some relief",Support,Positive,,,,,,,
,,,,,,,,Admission Process  The admission process in the schools in all the three states was primarily online through website.,Neutral,,,,,,,"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",19.0
P015,Beti Bachao Beti Padhao (BBBP),Women_Child,Punjab,Ludhiana,social_media_post,,student,People in Ludhiana often say that Beti Bachao Beti Padhao (BBBP) has potential but the government needs to fix practical issues when asked in local meetings and discussions.,Neutral,Neutral,,,,,,,
P017,Smart Cities Mission,Urban_Infra,Uttar Pradesh,Lucknow,social_media_post,,farmer,"From the perspective of farmers in Lucknow, Smart Cities Mission is not reaching the actual beneficiaries in our district",Oppose,Negative,,,,,,,
P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,Punjab,Ludhiana,social_media_post,,citizen,People in Ludhiana often say that Kasturba Gandhi Balika Vidyalaya (KGBV) looks good on paper but implementation is very weak,Oppose,Negative,,,,,,,
P008,Ayushman Bharat – PM-JAY Health Insurance,Public_Health,Tamil Nadu,Chennai,news_comment,,shopkeeper,"According to feedback collected in Chennai, Ayushman Bharat – PM-JAY Health Insurance needs proper monitoring and transparency before we can judge it as reflected in recent conversations on social media.",Neutral,Neutral,,,,,,,
P006,Swachh Survekshan Grameen / Swachh Bharat,Sanitation_Rural,Rajasthan,Jaipur,news_comment,,employee,"On the ground in Jaipur, it is observed that Swachh Survekshan Grameen / Swachh Bharat is a step in the right direction and should be strengthened further based on their day-to-day experience.",Support,Positive,,,,,,,
P020,Goods and Services Tax (GST),Tax_Economy,Rajasthan,Jaipur,play_store_review,,farmer,"In Jaipur, many farmers feel that Goods and Services Tax (GST) has made real difference on the ground in our area when asked in local meetings and discussions.",Support,Positive,,,,,,,
P014,National Food Security Act / PDS,Food_Security,Karnataka,Bengaluru,survey_feedback,,employee,People in Bengaluru often say that National Food Security Act / PDS reduced our daily struggles and brought some relief according to informal surveys done by community groups.,Support,Positive,,,,,,,
P003,RTE Act 12(1)(c) – EWS Quota,School_Access,West Bengal,Kolkata,play_store_review,,employee,"From the perspective of employees in Kolkata, RTE Act 12(1)(c) – EWS Quota has mixed results and people are still trying to understand its impact based on their day-to-day experience.",Neutral,Neutral,,,,,,,
P012,PM Awas Yojana (PMAY) – Housing for All,Housing,Assam,Guwahati,news_comment,,shopkeeper,"On the ground in Guwahati, it is observed that PM Awas Yojana (PMAY) – Housing for All feels more like a political advertisement than a real solution whenever the topic comes up in public meetings.",Oppose,Negative,,,,,,,
,,,,,,,,"In addition, the GoI’s Ministry of Tribal Affairs (MoTA) runs Ashram Shalas, meaning “residential schools” that serve children from tribal communities.",Neutral,,,,,,,State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,21.0
,,,,,,,,The statistical tool used by the researcher is graphical representation.,Neutral,,,,,,,Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,10.0
,,,,,,,,this helps a lot,Support,,,,,,,,
P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,Punjab,Ludhiana,social_media_post,,NGO_rep,"In Ludhiana, many NGO representatives feel that Kasturba Gandhi Balika Vidyalaya (KGBV) has created more confusion than benefit for common people whenever the topic comes up in public meetings.",Oppose,Negative,,,,,,,
P003,RTE Act 12(1)(c) – EWS Quota,School_Access,Assam,Guwahati,social_media_post,,NGO_rep,"On the ground in Guwahati, it is observed that RTE Act 12(1)(c) – EWS Quota is not reaching the actual beneficiaries in our district based on their day-to-day experience.",Oppose,Negative,,,,,,,
P008,Ayushman Bharat – PM-JAY Health Insurance,Public_Health,Maharashtra,Mumbai,social_media_post,,student,People in Mumbai often say that Ayushman Bharat – PM-JAY Health Insurance has too much paperwork and corruption at local level according to informal surveys done by community groups.,Oppose,Negative,,,,,,,
P009,Digital India Mission,Digital_Governance,Rajasthan,Jaipur,news_comment,,shopkeeper,"From the perspective of shopkeepers in Jaipur, Digital India Mission has created more confusion than benefit for common people based on their day-to-day experience.",Oppose,Negative,,,,,,,
P016,Jal Jeevan Mission (JJM),Drinking_Water,Maharashtra,Mumbai,survey_feedback,,citizen,"On the ground in Mumbai, it is observed that Jal Jeevan Mission (JJM) has genuinely improved access for ordinary people according to informal surveys done by community groups.",Support,Positive,,,,,,,
,,,,,,,,love this policy,Support,,,,,,,,
P015,Beti Bachao Beti Padhao (BBBP),Women_Child,Haryana,Gurugram,survey_feedback,,student,"According to feedback collected in Gurugram, Beti Bachao Beti Padhao (BBBP) has genuinely improved access for ordinary people according to informal surveys done by community groups.",Support,Positive,,,,,,,
P015,Beti Bachao Beti Padhao (BBBP),Women_Child,Tamil Nadu,Chennai,news_comment,,parent,People in Chennai often say that Beti Bachao Beti Padhao (BBBP) has too much paperwork and corruption at local level as reflected in recent conversations on social media.,Oppose,Negative,,,,,,,
P018,Data Protection / DPDP Act,Data_Protection,Haryana,Gurugram,play_store_review,,farmer,People in Gurugram often say that Data Protection / DPDP Act feels more like a political advertisement than a real solution based on their day-to-day experience.,Oppose,Negative,,,,,,,
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Rajasthan,Jaipur,survey_feedback,,farmer,"According to feedback collected in Jaipur, Mid-Day Meal Scheme (MDM) helps poor and middle-class families who had no support earlier when asked in local meetings and discussions.",Support,Positive,,,,,,,
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Delhi,New Delhi,news_comment,,NGO_rep,"In New Delhi, many NGO representatives feel that Sukanya Samriddhi Account Scheme is not reaching the actual beneficiaries in our district whenever the topic comes up in public meetings.",Oppose,Negative,,,,,,,
P015,Beti Bachao Beti Padhao (BBBP),Women_Child,Maharashtra,Mumbai,news_comment,,parent,"From the perspective of parents in Mumbai, Beti Bachao Beti Padhao (BBBP) has many loopholes and people are being harassed instead of helped based on their day-to-day experience.",Oppose,Negative,,,,,,,
P002,NPEGEL – Girls Education Initiative,Girls_Education,Maharashtra,Mumbai,news_comment,,shopkeeper,"From the perspective of shopkeepers in Mumbai, NPEGEL – Girls Education Initiative helps poor and middle-class families who had no support earlier based on their day-to-day experience.",Support,Positive,,,,,,,
P018,Data Protection / DPDP Act,Data_Protection,Tamil Nadu,Chennai,news_comment,,shopkeeper,"From the perspective of shopkeepers in Chennai, Data Protection / DPDP Act is still new and long-term results are not visible yet whenever the topic comes up in public meetings.",Neutral,Neutral,,,,,,,
P016,Jal Jeevan Mission (JJM),Drinking_Water,Delhi,New Delhi,social_media_post,,parent,"According to feedback collected in New Delhi, Jal Jeevan Mission (JJM) needs proper monitoring and transparency before we can judge it when asked in local meetings and discussions.",Neutral,Neutral,,,,,,,
,,,,,,,,terrible decision,Oppose,,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Karnataka,Bengaluru Urban,key_informant,Interview – NGO Leader,investor,People have heard about NEP but details are unclear.,Neutral,Neutral,,,,,,,
P009,Digital India Mission,Digital_Governance,Uttar Pradesh,Lucknow,social_media_post,,citizen,People in Lucknow often say that Digital India Mission could become effective if local officials take it seriously when asked in local meetings and discussions.,Neutral,Neutral,,,,,,,
P011,MGNREGA – Rural Employment Guarantee,Employment,Assam,Guwahati,news_comment,,NGO_rep,"From the perspective of NGO representatives in Guwahati, MGNREGA – Rural Employment Guarantee has created more confusion than benefit for common people based on their day-to-day experience.",Oppose,Negative,,,,,,,
P011,MGNREGA – Rural Employment Guarantee,Employment,West Bengal,Kolkata,play_store_review,,citizen,"In Kolkata, many citizens feel that MGNREGA – Rural Employment Guarantee has genuinely improved access for ordinary people whenever the topic comes up in public meetings.",Support,Positive,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Assam,Guwahati,play_store_review,,teacher,"According to feedback collected in Guwahati, National Education Policy 2020 (NEP 2020) is one of the few schemes that actually reaches villages when asked in local meetings and discussions.",Support,Positive,,,,,,,
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Rajasthan,Jaipur,survey_feedback,,NGO_rep,"From the perspective of NGO representatives in Jaipur, Sukanya Samriddhi Account Scheme needs proper monitoring and transparency before we can judge it when asked in local meetings and discussions.",Neutral,Neutral,,,,,,,
P016,Jal Jeevan Mission (JJM),Drinking_Water,Uttar Pradesh,Lucknow,play_store_review,,parent,"According to feedback collected in Lucknow, Jal Jeevan Mission (JJM) needs proper monitoring and transparency before we can judge it when asked in local meetings and discussions.",Neutral,Neutral,,,,,,,
P006,Swachh Survekshan Grameen / Swachh Bharat,Sanitation_Rural,Punjab,Ludhiana,news_comment,,parent,People in Ludhiana often say that Swachh Survekshan Grameen / Swachh Bharat feels more like a political advertisement than a real solution whenever the topic comes up in public meetings.,Oppose,Negative,,,,,,,
P014,National Food Security Act / PDS,Food_Security,Punjab,Ludhiana,social_media_post,,teacher,"In Ludhiana, many teachers feel that National Food Security Act / PDS is one of the few schemes that actually reaches villages as reflected in recent conversations on social media.",Support,Positive,,,,,,,
,,,,,,,,"Efforts are to be taken to cater more to SC, ST community.",Neutral,,,,,,,Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,12.0
